Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Unit_Cost
Asia,Indonesia,Cereal,Online,H,31/03/0016,406978499,16/05/0016,2837,205.7,117.11
Asia,Sri Lanka,Baby Food,Offline,H,30/04/0015,359990918,10/06/0015,8167,255.28,159.42
Asia,India,Cereal,Online,H,21/10/0016,192261445,30/10/0016,3289,205.7,117.11
Asia,Sri Lanka,Cereal,Offline,M,05/11/0012,135677993,13/12/0012,8988,205.7,117.11
Asia,India,Household,Offline,M,19/01/0013,704290854,25/02/0013,4170,668.27,502.54
Asia,Sri Lanka,Baby Food,Offline,H,11/09/0010,140047204,21/10/0010,1935,255.28,159.42
Asia,Indonesia,Clothes,Online,M,29/06/0012,831633126,01/07/0012,7578,109.28,35.84
Asia,Sri Lanka,Vegetables,Offline,H,15/08/0013,569746530,06/09/0013,9514,154.06,90.93
Asia,Sri Lanka,Cosmetics,Offline,H,13/12/0012,830390298,07/01/0013,9797,437.2,263.33
Asia,India,Fruits,Online,M,30/08/0014,243939244,18/09/0014,5898,9.33,6.92
Asia,Indonesia,Baby Food,Online,H,20/03/0014,566422736,02/04/0014,5930,255.28,159.42
Asia,India,Beverages,Online,H,03/12/0010,434768331,31/12/0010,6465,47.45,31.79
Asia,Indonesia,Snacks,Online,M,18/01/0010,583785426,22/01/0010,3935,152.58,97.44
Asia,Sri Lanka,Fruits,Offline,H,21/01/0013,847160756,03/02/0013,2548,9.33,6.92
Asia,Sri Lanka,Clothes,Offline,H,29/08/0012,843918931,06/10/0012,3220,109.28,35.84
Asia,Sri Lanka,Personal Care,Online,H,23/08/0013,383229577,25/09/0013,5003,81.73,56.67
Asia,Indonesia,Household,Online,M,01/05/0012,762790048,05/06/0012,5381,668.27,502.54
Asia,India,Office Supplies,Online,H,21/08/0013,506105220,07/09/0013,6636,651.21,524.96
Asia,Indonesia,Meat,Offline,H,07/01/0010,698316180,25/01/0010,6131,421.89,364.69
Asia,Sri Lanka,Meat,Online,H,09/05/0010,188877999,22/06/0010,2052,421.89,364.69
Asia,Indonesia,Meat,Online,M,03/12/0010,106325614,15/12/0010,2967,421.89,364.69
Asia,Sri Lanka,Fruits,Online,H,28/06/0015,341459214,05/08/0015,4224,9.33,6.92
Asia,Indonesia,Cosmetics,Offline,M,28/08/0016,132707393,09/09/0016,9921,437.2,263.33
Asia,India,Office Supplies,Offline,M,09/02/0011,451777827,17/03/0011,9953,651.21,524.96
Asia,Sri Lanka,Meat,Offline,M,16/12/0015,844511163,27/01/0016,8475,421.89,364.69
Asia,Sri Lanka,Vegetables,Offline,M,27/02/0014,759983384,26/03/0014,4827,154.06,90.93
Asia,Sri Lanka,Meat,Online,H,18/05/0013,147544085,20/05/0013,429,421.89,364.69
Asia,Sri Lanka,Beverages,Online,M,17/09/0013,554596984,03/11/0013,6427,47.45,31.79
Asia,India,Snacks,Online,M,10/04/0010,905702865,14/05/0010,6459,152.58,97.44
Asia,Indonesia,Fruits,Offline,H,07/08/0011,924052608,26/09/0011,6556,9.33,6.92
Asia,Sri Lanka,Meat,Online,M,12/02/0013,946541965,13/02/0013,1656,421.89,364.69
Asia,India,Cosmetics,Online,M,06/03/0012,107001101,12/04/0012,2859,437.2,263.33
Asia,Sri Lanka,Personal Care,Online,M,04/02/0014,394856631,04/03/0014,5707,81.73,56.67
Asia,India,Cereal,Online,H,10/07/0011,133819329,22/08/0011,8968,205.7,117.11
Asia,Indonesia,Baby Food,Offline,M,28/01/0012,114908254,13/02/0012,2761,255.28,159.42
Asia,Indonesia,Baby Food,Online,H,25/07/0017,222279870,28/07/0017,6408,255.28,159.42
Asia,Indonesia,Office Supplies,Online,M,02/04/0010,366969382,17/04/0010,3250,651.21,524.96
Asia,Indonesia,Personal Care,Online,H,20/05/0017,339953744,14/06/0017,8722,81.73,56.67
Asia,India,Fruits,Online,H,22/10/0015,664718186,02/11/0015,3738,9.33,6.92
Asia,India,Baby Food,Offline,H,19/11/0014,455850923,24/12/0014,5273,255.28,159.42
Asia,Sri Lanka,Clothes,Offline,H,12/10/0014,800387322,08/11/0014,1250,109.28,35.84
Asia,Sri Lanka,Baby Food,Offline,H,05/04/0016,509782207,15/04/0016,4738,255.28,159.42
Asia,India,Baby Food,Online,M,07/12/0016,594072234,19/01/0017,8031,255.28,159.42
Asia,India,Fruits,Online,M,25/11/0011,608333432,06/12/0011,8236,9.33,6.92
Asia,Sri Lanka,Beverages,Online,M,23/05/0017,351761472,13/06/0017,2891,47.45,31.79
Asia,Indonesia,Beverages,Offline,M,20/12/0011,998137795,17/01/0012,9,47.45,31.79
Asia,India,Meat,Online,M,16/08/0016,706743037,08/09/0016,9825,421.89,364.69
Asia,Sri Lanka,Cereal,Offline,M,14/08/0011,436289250,19/09/0011,6539,205.7,117.11
Asia,Indonesia,Fruits,Offline,H,21/01/0016,936848676,26/01/0016,3197,9.33,6.92
Asia,Sri Lanka,Fruits,Online,M,10/01/0017,499734437,23/02/0017,1380,9.33,6.92
Asia,India,Vegetables,Offline,H,25/01/0011,253254449,24/02/0011,2474,154.06,90.93
Asia,India,Baby Food,Offline,M,16/01/0014,644030416,07/02/0014,1767,255.28,159.42
Asia,India,Personal Care,Offline,H,26/07/0011,598088252,05/08/0011,6459,81.73,56.67
Asia,Sri Lanka,Office Supplies,Offline,M,26/02/0014,450550448,03/03/0014,6745,651.21,524.96
Asia,Indonesia,Fruits,Online,H,25/03/0011,496847093,03/05/0011,6951,9.33,6.92
Asia,Sri Lanka,Fruits,Online,M,13/04/0010,545380485,16/04/0010,9060,9.33,6.92
Asia,India,Cosmetics,Offline,M,09/09/0016,171869790,01/10/0016,8945,437.2,263.33
Asia,India,Snacks,Online,M,02/05/0017,335189712,06/05/0017,8939,152.58,97.44
Asia,Indonesia,Cosmetics,Offline,H,11/06/0012,145306050,15/07/0012,8144,437.2,263.33
Asia,Indonesia,Beverages,Online,H,18/07/0013,827066504,03/08/0013,6213,47.45,31.79
Asia,Indonesia,Beverages,Offline,M,24/05/0013,830209624,17/06/0013,6332,47.45,31.79
Asia,Indonesia,Personal Care,Offline,H,21/08/0014,779955327,02/10/0014,4968,81.73,56.67
Asia,Indonesia,Office Supplies,Offline,M,29/12/0012,826967799,16/02/0013,7004,651.21,524.96
Asia,Sri Lanka,Personal Care,Online,M,26/06/0011,756107699,08/07/0011,7925,81.73,56.67
Asia,Sri Lanka,Cosmetics,Offline,H,08/02/0016,203492391,26/03/0016,6775,437.2,263.33
Asia,Indonesia,Household,Online,M,11/09/0010,659730565,27/09/0010,7790,668.27,502.54
Asia,India,Cereal,Offline,H,27/05/0012,231537997,29/06/0012,6094,205.7,117.11
Asia,Indonesia,Beverages,Offline,H,21/09/0013,971516978,28/09/0013,2318,47.45,31.79
Asia,Sri Lanka,Beverages,Offline,M,09/03/0014,248644912,30/03/0014,8410,47.45,31.79
Asia,Sri Lanka,Snacks,Online,H,10/12/0012,255211818,22/01/0013,1703,152.58,97.44
Asia,Indonesia,Cereal,Offline,H,10/10/0015,712930572,01/11/0015,854,205.7,117.11
Asia,Sri Lanka,Snacks,Online,M,17/01/0010,698356521,03/02/0010,8068,152.58,97.44
Asia,Sri Lanka,Cosmetics,Online,H,27/06/0010,681684768,13/08/0010,4526,437.2,263.33
Asia,Sri Lanka,Fruits,Offline,H,13/12/0012,743015515,17/12/0012,3657,9.33,6.92
Asia,India,Baby Food,Offline,H,25/12/0013,369899642,06/02/0014,379,255.28,159.42
Asia,Indonesia,Baby Food,Offline,H,29/11/0011,636632239,26/12/0011,2482,255.28,159.42
Asia,Sri Lanka,Personal Care,Offline,H,04/05/0012,643535602,22/06/0012,5340,81.73,56.67
Asia,India,Meat,Offline,H,26/06/0013,199815404,29/06/0013,8673,421.89,364.69
Asia,Sri Lanka,Fruits,Offline,M,18/03/0010,505075252,08/04/0010,1846,9.33,6.92
Asia,India,Household,Offline,M,23/04/0011,497086131,02/05/0011,7687,668.27,502.54
Asia,Sri Lanka,Baby Food,Offline,H,21/10/0016,244135367,06/11/0016,3935,255.28,159.42
Asia,India,Fruits,Online,M,14/07/0012,458599221,07/08/0012,8556,9.33,6.92
Asia,Indonesia,Fruits,Online,H,29/06/0014,874094426,18/07/0014,2820,9.33,6.92
Asia,Indonesia,Personal Care,Offline,H,29/10/0013,722541892,02/12/0013,5057,81.73,56.67
Asia,Indonesia,Fruits,Offline,H,25/06/0017,768920505,26/06/0017,9519,9.33,6.92
Asia,Sri Lanka,Meat,Online,M,17/12/0012,727626931,25/12/0012,9833,421.89,364.69
Asia,Sri Lanka,Cosmetics,Online,H,31/07/0015,457371842,13/09/0015,5347,437.2,263.33
Asia,Indonesia,Beverages,Offline,H,08/06/0012,382752788,08/07/0012,3910,47.45,31.79
Asia,Indonesia,Baby Food,Online,H,19/02/0011,643058812,06/04/0011,4248,255.28,159.42
Asia,Sri Lanka,Baby Food,Offline,M,07/09/0015,121021974,27/10/0015,1946,255.28,159.42
Asia,Sri Lanka,Office Supplies,Online,M,31/05/0015,297532784,06/06/0015,5418,651.21,524.96
Asia,Indonesia,Meat,Online,M,11/02/0011,389080655,15/03/0011,6467,421.89,364.69
Asia,India,Snacks,Online,H,29/11/0013,416969192,30/12/0013,9305,152.58,97.44
Asia,Indonesia,Vegetables,Online,H,13/05/0014,472283637,18/06/0014,8078,154.06,90.93
Asia,Indonesia,Vegetables,Offline,M,05/02/0016,235372054,16/02/0016,676,154.06,90.93
Asia,Indonesia,Office Supplies,Offline,M,23/07/0017,943909108,05/08/0017,2536,651.21,524.96
Asia,India,Office Supplies,Online,H,13/07/0016,456147038,19/08/0016,2900,651.21,524.96
Asia,Indonesia,Cosmetics,Online,M,31/05/0013,643692672,05/07/0013,1821,437.2,263.33
Asia,India,Clothes,Online,M,06/03/0014,149462401,10/03/0014,8101,109.28,35.84
Asia,India,Snacks,Online,H,06/11/0010,481837880,22/11/0010,5391,152.58,97.44
Asia,India,Vegetables,Online,M,15/06/0014,785576808,11/07/0014,8490,154.06,90.93
Asia,Indonesia,Household,Online,M,15/05/0017,486404502,17/05/0017,6756,668.27,502.54
Asia,Indonesia,Vegetables,Online,H,11/06/0012,957931268,24/06/0012,2004,154.06,90.93
Asia,India,Household,Offline,H,30/04/0017,200506341,25/05/0017,3137,668.27,502.54
Asia,Indonesia,Snacks,Offline,H,23/09/0010,326762855,23/09/0010,5245,152.58,97.44
Asia,Indonesia,Household,Online,H,27/01/0014,969994771,08/02/0014,1863,668.27,502.54
Asia,Sri Lanka,Meat,Online,M,03/04/0016,331411445,23/04/0016,866,421.89,364.69
Asia,Indonesia,Fruits,Online,H,18/06/0017,780687892,06/08/0017,1751,9.33,6.92
Asia,Sri Lanka,Meat,Online,H,11/06/0011,557584321,16/06/0011,446,421.89,364.69
Asia,India,Snacks,Online,M,06/05/0011,386176574,19/06/0011,7085,152.58,97.44
Asia,India,Snacks,Offline,H,11/03/0013,475468385,09/04/0013,516,152.58,97.44
Asia,Indonesia,Office Supplies,Online,M,16/11/0013,924686467,25/12/0013,4129,651.21,524.96
Asia,Indonesia,Personal Care,Online,H,28/03/0016,819174802,01/05/0016,883,81.73,56.67
Asia,India,Meat,Online,M,29/09/0010,861875140,20/10/0010,6862,421.89,364.69
Asia,India,Office Supplies,Online,M,09/05/0015,871528089,28/05/0015,3384,651.21,524.96
Asia,Indonesia,Snacks,Online,H,18/07/0017,321422040,09/08/0017,4779,152.58,97.44
Asia,India,Vegetables,Offline,H,17/06/0016,415841805,22/06/0016,5686,154.06,90.93
Asia,India,Personal Care,Offline,M,05/09/0012,364460122,22/10/0012,704,81.73,56.67
Asia,India,Baby Food,Offline,M,02/09/0016,271011960,13/10/0016,7316,255.28,159.42
Asia,India,Beverages,Offline,H,14/05/0017,989596784,23/05/0017,2534,47.45,31.79
Asia,Indonesia,Meat,Online,H,03/02/0011,991415107,10/02/0011,616,421.89,364.69
Asia,India,Cosmetics,Online,H,06/08/0015,481105315,15/08/0015,8609,437.2,263.33
Asia,Indonesia,Vegetables,Offline,M,25/02/0016,287444674,06/04/0016,122,154.06,90.93
Asia,Indonesia,Vegetables,Offline,H,16/09/0016,687972295,05/11/0016,5145,154.06,90.93
Asia,Indonesia,Vegetables,Online,M,22/09/0010,961017310,31/10/0010,5233,154.06,90.93
Asia,Indonesia,Snacks,Offline,M,12/03/0012,444732844,05/04/0012,5186,152.58,97.44
Asia,India,Cereal,Online,H,11/09/0010,988173282,13/10/0010,1288,205.7,117.11
Asia,India,Meat,Online,H,24/06/0015,963905942,25/07/0015,43,421.89,364.69
Asia,Sri Lanka,Meat,Offline,M,21/01/0014,418391406,12/02/0014,169,421.89,364.69
Asia,Indonesia,Personal Care,Online,M,14/07/0014,897868239,17/08/0014,8020,81.73,56.67
Asia,Sri Lanka,Beverages,Online,M,05/07/0012,759687268,30/07/0012,7199,47.45,31.79
Asia,Indonesia,Baby Food,Online,M,10/06/0016,911791694,25/06/0016,8279,255.28,159.42
Asia,Indonesia,Beverages,Offline,H,23/12/0014,881196486,05/01/0015,4477,47.45,31.79
Asia,Indonesia,Clothes,Offline,H,08/11/0011,759309184,17/12/0011,5316,109.28,35.84
Asia,Sri Lanka,Cereal,Offline,M,12/06/0017,229084527,20/06/0017,57,205.7,117.11
Asia,Sri Lanka,Vegetables,Offline,M,25/07/0010,856673371,02/08/0010,7543,154.06,90.93
Asia,Indonesia,Meat,Online,M,25/01/0012,527104556,28/01/0012,806,421.89,364.69
Asia,Sri Lanka,Cereal,Online,H,11/12/0015,134649312,09/01/0016,4578,205.7,117.11
Asia,Indonesia,Cosmetics,Offline,M,09/11/0013,211203420,07/12/0013,8640,437.2,263.33
Asia,India,Cereal,Online,M,29/05/0016,847951686,07/07/0016,6602,205.7,117.11
Asia,Sri Lanka,Cereal,Online,H,15/06/0016,705162465,23/06/0016,2099,205.7,117.11
Asia,Sri Lanka,Office Supplies,Offline,H,15/06/0014,750075948,27/06/0014,2996,651.21,524.96
Asia,Indonesia,Baby Food,Offline,H,19/04/0012,152070367,29/05/0012,9856,255.28,159.42
Asia,Sri Lanka,Clothes,Online,M,15/11/0011,184171044,19/11/0011,9160,109.28,35.84
Asia,Sri Lanka,Meat,Online,H,16/10/0014,213441455,02/12/0014,924,421.89,364.69
Asia,Indonesia,Office Supplies,Offline,H,10/01/0017,975730407,19/01/0017,9165,651.21,524.96
Asia,Indonesia,Household,Offline,M,07/05/0012,751022660,14/06/0012,3149,668.27,502.54
Asia,Sri Lanka,Snacks,Offline,H,09/09/0014,684474694,29/09/0014,127,152.58,97.44
Asia,Sri Lanka,Clothes,Online,M,31/12/0012,616717374,13/02/0013,9231,109.28,35.84
Asia,Indonesia,Office Supplies,Offline,M,29/04/0015,154423844,08/05/0015,6302,651.21,524.96
Asia,Sri Lanka,Vegetables,Online,H,04/03/0010,131802308,27/03/0010,2087,154.06,90.93
Asia,Sri Lanka,Clothes,Offline,M,27/10/0016,779247653,03/12/0016,5552,109.28,35.84
Asia,India,Fruits,Offline,H,26/12/0016,249337136,24/01/0017,3254,9.33,6.92
Asia,Sri Lanka,Office Supplies,Online,M,17/01/0017,400592267,11/02/0017,3009,651.21,524.96
Asia,Sri Lanka,Snacks,Offline,H,18/02/0011,845004689,19/03/0011,4520,152.58,97.44
Asia,India,Clothes,Online,M,21/12/0014,131268441,29/01/0015,4104,109.28,35.84
Asia,Sri Lanka,Meat,Offline,H,27/04/0015,772187221,26/05/0015,6213,421.89,364.69
Asia,Indonesia,Fruits,Offline,M,15/01/0011,523524987,25/02/0011,1532,9.33,6.92
Asia,Indonesia,Snacks,Online,M,08/05/0016,970628631,09/05/0016,9436,152.58,97.44
Asia,India,Baby Food,Online,M,22/02/0013,470704352,02/03/0013,733,255.28,159.42
Asia,Indonesia,Personal Care,Offline,M,25/02/0015,672526633,19/03/0015,4431,81.73,56.67
Asia,Sri Lanka,Meat,Online,H,01/12/0014,305819308,09/12/0014,7584,421.89,364.69
Asia,Indonesia,Personal Care,Online,M,15/04/0010,256059825,04/06/0010,2647,81.73,56.67
Asia,India,Fruits,Online,M,01/11/0013,198293197,09/11/0013,8218,9.33,6.92
Asia,Indonesia,Vegetables,Offline,M,13/11/0010,229002559,08/12/0010,5801,154.06,90.93
Asia,Indonesia,Clothes,Offline,M,10/11/0016,728516566,11/11/0016,3096,109.28,35.84
Asia,Indonesia,Cereal,Online,H,27/12/0013,219827687,13/01/0014,753,205.7,117.11
Asia,Indonesia,Baby Food,Offline,H,06/04/0016,482585895,25/04/0016,6745,255.28,159.42
Asia,Sri Lanka,Baby Food,Online,M,05/03/0015,363134038,23/04/0015,8286,255.28,159.42
Asia,Sri Lanka,Household,Online,M,28/06/0013,298997914,18/07/0013,8982,668.27,502.54
Asia,Indonesia,Vegetables,Offline,H,26/07/0015,267193353,02/08/0015,7306,154.06,90.93
Asia,India,Beverages,Online,H,29/03/0016,557050454,19/04/0016,2463,47.45,31.79
Asia,India,Personal Care,Offline,H,28/08/0012,966794574,19/09/0012,4854,81.73,56.67
Asia,India,Fruits,Online,M,12/02/0014,509586083,25/02/0014,6701,9.33,6.92
Asia,Sri Lanka,Snacks,Online,M,04/11/0012,310427558,04/12/0012,1268,152.58,97.44
Asia,India,Cosmetics,Online,M,16/05/0016,696736896,27/06/0016,8785,437.2,263.33
Asia,Sri Lanka,Office Supplies,Offline,H,14/12/0015,709827792,26/12/0015,2672,651.21,524.96
Asia,Sri Lanka,Household,Offline,M,13/11/0014,388430058,21/11/0014,3941,668.27,502.54
Asia,Indonesia,Baby Food,Online,H,11/03/0015,102112185,21/03/0015,6120,255.28,159.42
Asia,Indonesia,Cereal,Online,M,02/05/0010,720328748,19/05/0010,139,205.7,117.11
Asia,Sri Lanka,Household,Online,M,28/03/0016,168429267,22/04/0016,818,668.27,502.54
Asia,India,Meat,Online,M,05/10/0010,850107753,29/10/0010,4630,421.89,364.69
Asia,India,Snacks,Offline,H,07/05/0013,694383418,29/05/0013,2339,152.58,97.44
Asia,Indonesia,Meat,Online,H,21/08/0015,220123803,09/09/0015,8380,421.89,364.69
Asia,Sri Lanka,Cosmetics,Offline,M,27/04/0012,302182662,11/05/0012,1420,437.2,263.33
Asia,Sri Lanka,Personal Care,Online,M,12/04/0013,115385043,01/05/0013,3853,81.73,56.67
Asia,Indonesia,Vegetables,Offline,H,02/08/0015,255425965,12/08/0015,5074,154.06,90.93
Asia,Sri Lanka,Household,Offline,M,22/12/0010,998219764,02/01/0011,4266,668.27,502.54
Asia,India,Cereal,Offline,H,14/03/0014,490815341,23/04/0014,2021,205.7,117.11
Asia,Indonesia,Vegetables,Offline,M,18/10/0014,495678079,14/11/0014,1013,154.06,90.93
Asia,Indonesia,Personal Care,Offline,H,07/01/0010,610941398,24/02/0010,9991,81.73,56.67
Asia,Indonesia,Clothes,Online,H,07/10/0015,137752091,15/11/0015,2760,109.28,35.84
Asia,Sri Lanka,Vegetables,Offline,M,12/07/0010,792833364,13/08/0010,5866,154.06,90.93
Asia,Sri Lanka,Beverages,Offline,H,01/10/0011,532288300,16/11/0011,4792,47.45,31.79
Asia,Sri Lanka,Cosmetics,Offline,H,26/02/0015,878093707,01/03/0015,6296,437.2,263.33
Asia,Indonesia,Beverages,Online,M,31/07/0015,889680421,19/09/0015,5062,47.45,31.79
Asia,India,Baby Food,Online,H,22/12/0010,486840951,29/12/0010,5911,255.28,159.42
Asia,Indonesia,Cosmetics,Online,M,31/10/0011,592705810,16/12/0011,3675,437.2,263.33
Asia,Indonesia,Cosmetics,Online,M,04/02/0012,915766084,23/03/0012,4389,437.2,263.33
Asia,Sri Lanka,Snacks,Online,H,28/02/0010,631373393,01/04/0010,6272,152.58,97.44
Asia,India,Vegetables,Offline,M,25/06/0016,713507354,24/07/0016,1537,154.06,90.93
Asia,Sri Lanka,Beverages,Online,M,25/12/0016,760715949,28/01/0017,1609,47.45,31.79
Asia,India,Beverages,Online,H,07/02/0013,272180974,09/02/0013,3254,47.45,31.79
Asia,India,Vegetables,Online,M,02/12/0015,903546798,21/01/0016,8431,154.06,90.93
Asia,Sri Lanka,Personal Care,Online,M,14/01/0010,935803258,27/01/0010,3834,81.73,56.67
Asia,India,Office Supplies,Offline,M,15/12/0015,880012023,20/12/0015,3968,651.21,524.96
Asia,Sri Lanka,Clothes,Offline,M,03/11/0016,767480266,13/12/0016,3321,109.28,35.84
Asia,Indonesia,Vegetables,Offline,H,14/08/0015,319265973,20/09/0015,6751,154.06,90.93
Asia,India,Personal Care,Offline,M,02/04/0010,192219817,25/04/0010,970,81.73,56.67
Asia,Indonesia,Cosmetics,Offline,H,31/03/0015,966810023,18/04/0015,9425,437.2,263.33
Asia,Indonesia,Meat,Offline,H,30/03/0014,142459046,27/04/0014,5652,421.89,364.69
Asia,India,Personal Care,Offline,M,04/12/0012,611913001,29/12/0012,7510,81.73,56.67
Asia,Sri Lanka,Cosmetics,Online,H,26/03/0013,241683185,25/04/0013,8280,437.2,263.33
Asia,Sri Lanka,Clothes,Offline,H,16/03/0013,578272092,29/04/0013,2417,109.28,35.84
Asia,Indonesia,Meat,Online,M,06/03/0014,324211966,22/04/0014,380,421.89,364.69
Asia,Sri Lanka,Office Supplies,Offline,M,12/06/0011,867017257,10/07/0011,8528,651.21,524.96
Asia,India,Meat,Offline,H,01/11/0013,638788306,12/11/0013,510,421.89,364.69
Asia,India,Household,Offline,M,23/08/0016,607600867,28/08/0016,1454,668.27,502.54
Asia,Indonesia,Household,Offline,M,08/02/0016,810550534,24/03/0016,8770,668.27,502.54
Asia,Sri Lanka,Snacks,Online,H,09/04/0011,988312327,27/05/0011,2435,152.58,97.44
Asia,India,Clothes,Offline,H,08/08/0010,234385001,16/09/0010,8585,109.28,35.84
Asia,Sri Lanka,Personal Care,Online,M,24/08/0016,659474790,05/09/0016,2100,81.73,56.67
Asia,India,Clothes,Online,H,26/11/0011,874078977,19/12/0011,8248,109.28,35.84
Asia,India,Vegetables,Online,H,25/03/0012,749640786,09/05/0012,4222,154.06,90.93
Asia,Sri Lanka,Snacks,Online,H,06/02/0016,528313910,20/02/0016,8681,152.58,97.44
Asia,India,Household,Online,M,01/09/0013,478949248,26/09/0013,581,668.27,502.54
Asia,India,Clothes,Online,H,18/03/0014,803869473,27/03/0014,1696,109.28,35.84
Asia,Sri Lanka,Cosmetics,Online,M,23/02/0012,995035016,12/03/0012,1828,437.2,263.33
Asia,India,Baby Food,Online,M,06/05/0010,858633315,21/06/0010,7534,255.28,159.42
Asia,Sri Lanka,Baby Food,Offline,M,20/02/0015,386668813,04/04/0015,2749,255.28,159.42
Asia,India,Fruits,Online,M,23/05/0011,937820279,24/06/0011,716,9.33,6.92
Asia,Sri Lanka,Clothes,Online,H,30/01/0012,233100545,25/02/0012,8486,109.28,35.84
Asia,India,Beverages,Online,H,27/05/0017,966062009,11/06/0017,8071,47.45,31.79
Asia,Sri Lanka,Baby Food,Online,M,08/01/0012,990031945,04/02/0012,1308,255.28,159.42
Asia,Sri Lanka,Vegetables,Online,M,08/03/0016,378480994,16/03/0016,9792,154.06,90.93
Asia,Sri Lanka,Snacks,Offline,M,27/08/0013,367840993,04/10/0013,1179,152.58,97.44
Asia,India,Fruits,Online,M,02/04/0016,454287087,06/04/0016,2499,9.33,6.92
Asia,Indonesia,Vegetables,Online,M,29/08/0016,857957828,19/09/0016,7642,154.06,90.93
Asia,Indonesia,Cereal,Offline,H,06/09/0014,344224250,15/09/0014,2460,205.7,117.11
Asia,Indonesia,Clothes,Offline,H,07/02/0016,501117599,01/03/0016,688,109.28,35.84
Asia,Sri Lanka,Cosmetics,Online,M,08/01/0015,956844222,12/02/0015,323,437.2,263.33
Asia,Sri Lanka,Fruits,Offline,M,03/05/0011,937621581,13/05/0011,1917,9.33,6.92
Asia,Indonesia,Cereal,Online,H,09/11/0010,244391143,29/11/0010,9625,205.7,117.11
Asia,Indonesia,Office Supplies,Offline,M,08/11/0012,683660161,08/12/0012,9089,651.21,524.96
Asia,Sri Lanka,Fruits,Offline,H,02/01/0017,289443671,11/02/0017,1669,9.33,6.92
Asia,India,Meat,Offline,M,15/10/0014,161567533,23/11/0014,278,421.89,364.69
Asia,Indonesia,Clothes,Online,M,03/11/0011,993134725,10/12/0011,9490,109.28,35.84
Asia,Sri Lanka,Fruits,Online,H,22/05/0016,427410495,21/06/0016,9118,9.33,6.92
Asia,India,Snacks,Online,H,02/06/0013,734688651,06/06/0013,9553,152.58,97.44
Asia,Sri Lanka,Personal Care,Online,M,04/08/0011,860252940,25/08/0011,6817,81.73,56.67
Asia,Indonesia,Beverages,Offline,H,15/06/0011,118191707,12/07/0011,4407,47.45,31.79
Asia,Indonesia,Snacks,Offline,H,24/09/0014,633743607,29/10/0014,7672,152.58,97.44
Asia,Indonesia,Personal Care,Online,M,05/09/0015,418647181,30/09/0015,5859,81.73,56.67
Asia,Sri Lanka,Cereal,Online,M,27/09/0015,985719811,04/10/0015,5252,205.7,117.11
Asia,India,Cereal,Online,M,31/08/0010,246391427,05/09/0010,1553,205.7,117.11
Asia,Indonesia,Fruits,Offline,H,20/09/0014,233314692,04/11/0014,1857,9.33,6.92
Asia,India,Household,Online,M,23/09/0010,698892962,19/10/0010,6813,668.27,502.54
Asia,Indonesia,Beverages,Offline,H,05/12/0016,459388864,17/12/0016,2228,47.45,31.79
Asia,Indonesia,Cereal,Offline,H,15/02/0012,757547938,10/03/0012,4124,205.7,117.11
Asia,Indonesia,Cosmetics,Offline,M,21/04/0016,593734490,25/04/0016,8085,437.2,263.33
Asia,Indonesia,Personal Care,Online,M,24/04/0012,774557435,26/05/0012,7612,81.73,56.67
